finance_cd,finance_nm,finance_path,cate_1,cate_2,cate_3,cate_4
0010027817848,영남화훼농협,농업협동조합\영남화훼농협,농업협동조합,영남화훼농협,,
0010027715016,영덕농협,농업협동조합\영덕농협,농업협동조합,영덕농협,,
0010027176523,영덕울진축협,농업협동조합\영덕울진축협,농업협동조합,영덕울진축협,,
0010027100012,영동농협,농업협동조합\영동농협,농업협동조합,영동농협,,
0010027100078,영등포농협,농업협동조합\영등포농협,농업협동조합,영등포농협,,
0010027225069,영북농협,농업협동조합\영북농협,농업협동조합,영북농협,,
0010027807050,영산농협,농업협동조합\영산농협,농업협동조합,영산농협,,
0010027637091,영산포농협,농업협동조합\영산포농협,농업협동조합,영산포농협,,
0010027745026,영순농협,농업협동조합\영순농협,농업협동조합,영순농협,,
0010027633019,영암농협,농업협동조합\영암농협,농업협동조합,영암농협,,
0010027175773,영암축산농협,농업협동조합\영암축산농협,농업협동조합,영암축산농협,,
0010027713014,영양농협,농업협동조합\영양농협,농업협동조합,영양농협,,
0010027311018,영월농협,농업협동조합\영월농협,농업협동조합,영월농협,,
0010027483078,영인농협,농업협동조합\영인농협,농업협동조합,영인농협,,
0010027751011,영주농협,농업협동조합\영주농협,농업협동조합,영주농협,,
0010027176743,영주축산농협,농업협동조합\영주축산농협,농업협동조합,영주축산농협,,
0010027225025,영중농협,농업협동조합\영중농협,농업협동조합,영중농협,,
0010027723040,영천농협,농업협동조합\영천농협,농업협동조합,영천농협,,
0010027176549,영천축산농협,농업협동조합\영천축산농협,농업협동조합,영천축산농협,,
0010027715049,영해농협,농업협동조합\영해농협,농업협동조합,영해농협,,
0010027315012,예미농협,농업협동조합\예미농협,농업협동조합,예미농협,,
0010027475125,예산농협,농업협동조합\예산농협,농업협동조합,예산농협,,
0010027475815,예산능금농협,농업협동조합\예산능금농협,농업협동조합,예산능금농협,,
0010027174075,예산축협,농업협동조합\예산축협,농업협동조합,예산축협,,
0010027747017,예천농협,농업협동조합\예천농협,농업협동조합,예천농협,,
0010027176727,예천축협,농업협동조합\예천축협,농업협동조합,예천축협,,
0010027475022,오가농협,농업협동조합\오가농협,농업협동조합,오가농협,,
0010027207010,오산농협,농업협동조합\오산농협,농업협동조합,오산농협,,
0010027401083,오송농협,농업협동조합\오송농협,농업협동조합,오송농협,,
0010027511054,오수관촌농협,농업협동조합\오수관촌농협,농업협동조합,오수관촌농협,,
0010027216023,오정농협,농업협동조합\오정농협,농업협동조합,오정농협,,
0010027401038,오창농협,농업협동조합\오창농협,농업협동조합,오창농협,,
0010027467054,오천농협,농업협동조합\오천농협,농업협동조합,오천농협,,
0010027221021,오포농협,농업협동조합\오포농협,농업협동조합,오포농협,,
0010027333016,옥계농협,농업협동조합\옥계농협,농업협동조합,옥계농협,,
0010027605089,옥과농협,농업협동조합\옥과농협,농업협동조합,옥과농협,,
0010027527031,옥구농협,농업협동조합\옥구농협,농업협동조합,옥구농협,,
0010027401016,옥산농협,농업협동조합\옥산농협,농업협동조합,옥산농협,,
0010027741044,옥성농협,농업협동조합\옥성농협,농업협동조합,옥성농협,,
0010027833114,옥종농협,농업협동조합\옥종농협,농업협동조합,옥종농협,,
0010027405010,옥천농협,농업협동조합\옥천농협,농업협동조합,옥천농협,,
0010027702054,옥포농협,농업협동조합\옥포농협,농업협동조합,옥포농협,,
0010027815051,온산농협,농업협동조합\온산농협,농업협동조합,온산농협,,
0010027483012,온양농협,농업협동조합\온양농협,농업협동조합,온양농협,,
0010027755074,온정농협,농업협동조합\온정농협,농업협동조합,온정농협,,
0010027216034,옹진농협,농업협동조합\옹진농협,농업협동조합,옹진농협,,
0010027204040,와부농협,농업협동조합\와부농협,농업협동조합,와부농협,,
0010027725075,와촌농협,농업협동조합\와촌농협,농업협동조합,와촌농협,,
0010027647016,완도농협,농업협동조합\완도농협,농업협동조합,완도농협,,
0010027531153,왕궁농협,농업협동조합\왕궁농협,농업협동조합,왕궁농협,,
0010027735012,왜관농협,농업협동조합\왜관농협,농업협동조합,왜관농협,,
0010027721037,외동농협,농업협동조합\외동농협,농업협동조합,외동농협,,
0010027743068,외서농협,농업협동조합\외서농협,농업협동조합,외서농협,,
0010027823041,용남농협,농업협동조합\용남농협,농업협동조합,용남농협,,
0010027625063,용두농협,농업협동조합\용두농협,농업협동조합,용두농협,,
0010027231080,용문농협,농업협동조합\용문농협,농업협동조합,용문농협,,
0010027625074,용산농협,농업협동조합\용산농협,농업협동조합,용산농협,,
0010027725101,용성농협,농업협동조합\용성농협,농업협동조합,용성농협,,
0010027733032,용암농협,농업협동조합\용암농협,농업협동조합,용암농협,,
0010027235017,용인농협,농업협동조합\용인농협,농업협동조합,용인농협,,
0010027171612,용인축산농협,농업협동조합\용인축산농협,농업협동조합,용인축산농협,,
0010027525154,용지농협,농업협동조합\용지농협,농업협동조합,용지농협,,
0010027501028,용진농협,농업협동조합\용진농협,농업협동조합,용진농협,,
0010027845049,용현농협,농업협동조합\용현농협,농업협동조합,용현농협,,
0010027481098,우강농협,농업협동조합\우강농협,농업협동조합,우강농협,,
0010027457109,우성농협,농업협동조합\우성농협,농업협동조합,우성농협,,
0010027807027,우포농협,농업협동조합\우포농협,농업협동조합,우포농협,,
0010027635103,운남농협,농업협동조합\운남농협,농업협동조합,운남농협,,
0010027513148,운봉농협,농업협동조합\운봉농협,농업협동조합,운봉농협,,
0010027477091,운산농협,농업협동조합\운산농협,농업협동조합,운산농협,,
0010027501132,운주농협,농업협동조합\운주농협,농업협동조합,운주농협,,
0010027757010,울릉농협,농업협동조합\울릉농협,농업협동조합,울릉농협,,
0010027815818,울산원예농협,농업협동조합\울산원예농협,농업협동조합,울산원예농협,,
0010027177328,울산축산농협,농업협동조합\울산축산농협,농업협동조합,울산축산농협,,
0010027755018,울진농협,농업협동조합\울진농협,농업협동조합,울진농협,,
0010027821108,웅동농협,농업협동조합\웅동농협,농업협동조합,웅동농협,,
0010027813059,웅상농협,농업협동조합\웅상농협,농업협동조합,웅상농협,,
0010027467087,웅천농협,농업협동조합\웅천농협,농업협동조합,웅천농협,,
0010027815062,웅촌농협,농업협동조합\웅촌농협,농업협동조합,웅촌농협,,
0010027755029,원남농협,농업협동조합\원남농협,농업협동조합,원남농협,,
0010027217057,원당농협,농업협동조합\원당농협,농업협동조합,원당농협,,
0010027335063,원덕농협,농업협동조합\원덕농협,농업협동조합,원덕농협,,
0010027477172,원북농협,농업협동조합\원북농협,농업협동조합,원북농협,,
0010027235073,원삼농협,농업협동조합\원삼농협,농업협동조합,원삼농협,,
0010027307129,원주농협,농업협동조합\원주농협,농업협동조합,원주농협,,
0010027307815,원주원예농협,농업협동조합\원주원예농협,농업협동조합,원주원예농협,,
0010027172297,원주축산농협,농업협동조합\원주축산농협,농업협동조합,원주축산농협,,
0010027215011,월롱농협,농업협동조합\월롱농협,농업협동조합,월롱농협,,
0010027150084,월배농협,농업협동조합\월배농협,농업협동조합,월배농협,,
0010027603021,월산농협,농업협동조합\월산농협,농업협동조합,월산농협,,
0010027641102,월야농협,농업협동조합\월야농협,농업협동조합,월야농협,,
0010027633086,월출산농협,농업협동조합\월출산농협,농업협동조합,월출산농협,,
0010027733102,월항농협,농업협동조합\월항농협,농업협동조합,월항농협,,
0010027903068,위미농협,농업협동조합\위미농협,농업협동조합,위미농협,,
0010027702098,유가농협,농업협동조합\유가농협,농업협동조합,유가농협,,
0010027457040,유구농협,농업협동조합\유구농협,농업협동조합,유구농협,,
0010027453105,유성농협,농업협동조합\유성농협,농업협동조합,유성농협,,
0010027843117,율곡농협,농업협동조합\율곡농협,농업협동조합,율곡농협,,
0010027233118,율면농협,농업협동조합\율면농협,농업협동조합,율면농협,,
0010027613068,율촌농협,농업협동조합\율촌농협,농업협동조합,율촌농협,,
0010027743150,은척농협,농업협동조합\은척농협,농업협동조합,은척농협,,
0010027201173,은현농협,농업협동조합\은현농협,농업협동조합,은현농협,,
0010027483056,음봉농협,농업협동조합\음봉농협,농업협동조합,음봉농협,,
0010027415013,음성농협,농업협동조합\음성농협,농업협동조합,음성농협,,
0010027173429,음성축산농협,농업협동조합\음성축산농협,농업협동조합,음성축산농협,,
0010027477080,음암농협,농업협동조합\음암농협,농업협동조합,음암농협,,
0010027457062,의당농협,농업협동조합\의당농협,농업협동조합,의당농협,,
0010027803012,의령농협,농업협동조합\의령농협,농업협동조합,의령농협,,
0010027177975,의령축협,농업협동조합\의령축협,농업협동조합,의령축협,,
0010027705013,의성농협,농업협동조합\의성농협,농업협동조합,의성농협,,
0010027705091,의성중부농협,농업협동조합\의성중부농협,농업협동조합,의성중부농협,,
0010027176497,의성축협,농업협동조합\의성축협,농업협동조합,의성축협,,
0010027211040,의왕농협,농업협동조합\의왕농협,농업협동조합,의왕농협,,
0010027201019,의정부농협,농업협동조합\의정부농협,농업협동조합,의정부농협,,
0010027235040,이동농협,농업협동조합\이동농협,농업협동조합,이동농협,,
0010027807038,이방농협,농업협동조합\이방농협,농업협동조합,이방농협,,
0010027501062,이서농협,농업협동조합\이서농협,농업협동조합,이서농협,,
0010027623120,이양청풍농협,농업협동조합\이양청풍농협,농업협동조합,이양청풍농협,,
0010027405065,이원농협,농업협동조합\이원농협,농업협동조합,이원농협,,
0010027411064,이월농협,농업협동조합\이월농협,농업협동조합,이월농협,,
0010027457110,이인농협,농업협동조합\이인농협,농업협동조합,이인농협,,
0010027233015,이천농협,농업협동조합\이천농협,농업협동조합,이천농협,,
0010027171560,이천축산농협,농업협동조합\이천축산농협,농업협동조합,이천축산농협,,
0010027175074,익산군산축협,농업협동조합\익산군산축협,농업협동조합,익산군산축협,,
0010027531014,익산농협,농업협동조합\익산농협,농업협동조합,익산농협,,
0010027531810,익산원예농협,농업협동조합\익산원예농협,농업협동조합,익산원예농협,,
0010027741103,인동농협,농업협동조합\인동농협,농업협동조합,인동농협,,
0010027325037,인제농협,농업협동조합\인제농협,농업협동조합,인제농협,,
0010027172420,인제축협,농업협동조합\인제축협,농업협동조합,인제축협,,
0010027483089,인주농협,농업협동조합\인주농협,농업협동조합,인주농협,,
0010027171832,인천강화옹진축협,농업협동조합\인천강화옹진축협,농업협동조합,인천강화옹진축협,,
0010027130815,인천원예농협,농업협동조합\인천원예농협,농업협동조합,인천원예농협,,
0010027170668,인천축산농협,농업협동조합\인천축산농협,농업협동조합,인천축산농협,,
0010027225058,일동농협,농업협동조합\일동농협,농업협동조합,일동농협,,
0010027635044,일로농협,농업협동조합\일로농협,농업협동조합,일로농협,,
0010027217024,일산농협,농업협동조합\일산농협,농업협동조합,일산농협,,
0010027825087,일운농협,농업협동조합\일운농협,농업협동조합,일운농협,,
0010027237020,일죽농협,농업협동조합\일죽농협,농업협동조합,일죽농협,,
0010027315045,임계농협,농업협동조합\임계농협,농업협동조합,임계농협,,
0010027723051,임고농협,농업협동조합\임고농협,농업협동조합,임고농협,,
0010027601096,임곡농협,농업협동조합\임곡농협,농업협동조합,임곡농협,,
0010027511010,임실농협,농업협동조합\임실농협,농업협동조합,임실농협,,
0010027175168,임실축협,농업협동조합\임실축협,농업협동조합,임실축협,,
0010027178961,임실치즈농협,농업협동조합\임실치즈농협,농업협동조합,임실치즈농협,,
0010027653037,임자농협,농업협동조합\임자농협,농업협동조합,임자농협,,
0010027223089,임진농협,농업협동조합\임진농협,농업협동조합,임진농협,,
0010027605090,입면농협,농업협동조합\입면농협,농업협동조합,입면농협,,
0010027485070,입장농협,농업협동조합\입장농협,농업협동조합,입장농협,,
0010027725097,자인농협,농업협동조합\자인농협,농업협동조합,자인농협,,
0010027507046,장계농협,농업협동조합\장계농협,농업협동조합,장계농협,,
0010027473086,장곡농협,농업협동조합\장곡농협,농업협동조합,장곡농협,,
0010027457028,장기농협,농업협동조합\장기농협,농업협동조합,장기농협,,
0010027825043,장목농협,농업협동조합\장목농협,농업협동조합,장목농협,,
0010027645014,장성농협,농업협동조합\장성농협,농업협동조합,장성농협,,
0010027175809,장성축산농협,농업협동조합\장성축산농협,농업협동조합,장성축산농협,,
0010027507013,장수농협,농업협동조합\장수농협,농업협동조합,장수농협,,
0010027825113,장승포농협,농업협동조합\장승포농협,농업협동조합,장승포농협,,
0010027463038,장암농협,농업협동조합\장암농협,농업협동조합,장암농협,,
0010027817042,장유농협,농업협동조합\장유농협,농업협동조합,장유농협,,
0010027465122,장항농협,농업협동조합\장항농협,농업협동조합,장항농협,,
0010027233093,장호원농협,농업협동조합\장호원농협,농업협동조합,장호원농협,,
0010027201058,장흥농협,농업협동조합\장흥농협,농업협동조합,장흥농협,,
0010027175605,장흥축산농협,농업협동조합\장흥축산농협,농업협동조합,장흥축산농협,,
0010027223023,전곡농협,농업협동조합\전곡농협,농업협동조합,전곡농협,,
0010027176125,전남낙농농협,농업협동조합\전남낙농농협,농업협동조합,전남낙농농협,,
0010027635815,전남서남부채소농협,농업협동조합\전남서남부채소농협,농업협동조합,전남서남부채소농협,,
0010027503813,전북인삼농협,농업협동조합\전북인삼농협,농업협동조합,전북인삼농협,,
0010027175281,전북지리산낙농농협,농업협동조합\전북지리산낙농농협,농업협동조합,전북지리산낙농농협,,
0010027455026,전의농협,농업협동조합\전의농협,농업협동조합,전의농협,,
0010027174635,전주김제완주축협,농업협동조합\전주김제완주축협,농업협동조합,전주김제완주축협,,
0010027501017,전주농협,농업협동조합\전주농협,농업협동조합,전주농협,,
0010027501814,전주원예농협,농업협동조합\전주원예농협,농업협동조합,전주원예농협,,
0010027203027,점동농협,농업협동조합\점동농협,농업협동조합,점동농협,,
0010027745015,점촌농협,농업협동조합\점촌농협,농업협동조합,점촌농협,,
0010027207032,정남농협,농업협동조합\정남농협,농업협동조합,정남농협,,
0010027625018,정남진장흥농협,농업협동조합\정남진장흥농협,농업협동조합,정남진장흥농협,,
0010027845016,정동농협,농업협동조합\정동농협,농업협동조합,정동농협,,
0010027481054,정미농협,농업협동조합\정미농협,농업협동조합,정미농협,,
0010027471040,정산농협,농업협동조합\정산농협,농업협동조합,정산농협,,
0010027315023,정선농협,농업협동조합\정선농협,농업협동조합,정선농협,,
0010027457051,정안농협,농업협동조합\정안농협,농업협동조합,정안농협,,
0010027517016,정읍농협,농업협동조합\정읍농협,농업협동조합,정읍농협,,
0010027517810,정읍원예농협,농업협동조합\정읍원예농협,농업협동조합,정읍원예농협,,
0010027903817,제주감귤농협,농업협동조합\제주감귤농협,농업협동조합,제주감귤농협,,
0010027901018,제주시농협,농업협동조합\제주시농협,농업협동조합,제주시농협,,
0010027178495,제주양돈농협,농업협동조합\제주양돈농협,농업협동조합,제주양돈농협,,
0010027178411,제주축협,농업협동조합\제주축협,농업협동조합,제주축협,,
0010027421012,제천농협,농업협동조합\제천농협,농업협동조합,제천농협,,
0010027173319,제천단양축산농협,농업협동조합\제천단양축산농협,농업협동조합,제천단양축산농협,,
0010027215055,조리농협,농업협동조합\조리농협,농업협동조합,조리농협,,
0010027737058,조마농협,농업협동조합\조마농협,농업협동조합,조마농협,,
0010027207065,조암농협,농업협동조합\조암농협,농업협동조합,조암농협,,
0010027901044,조천농협,농업협동조합\조천농협,농업협동조합,조천농협,,
0010027455041,조치원농협,농업협동조합\조치원농협,농업협동조합,조치원농협,,
0010027417059,주덕농협,농업협동조합\주덕농협,농업협동조합,주덕농협,,
0010027333049,주문진농협,농업협동조합\주문진농협,농업협동조합,주문진농협,,
0010027467098,주산농협,농업협동조합\주산농협,농업협동조합,주산농협,,
0010027311029,주천농협,농업협동조합\주천농협,농업협동조합,주천농협,,
0010027817064,주촌농협,농업협동조합\주촌농협,농업협동조합,주촌농협,,
0010027237086,죽산농협,농업협동조합\죽산농협,농업협동조합,죽산농협,,
0010027216036,중구농협,농업협동조합\중구농협,농업협동조합,중구농협,,
0010027903035,중문농협,농업협동조합\중문농협,농업협동조합,중문농협,,
0010027221087,중부농협,농업협동조합\중부농협,농업협동조합,중부농협,,
0010027100067,중앙농협,농업협동조합\중앙농협,농업협동조합,중앙농협,,
0010027815084,중울산농협,농업협동조합\중울산농협,농업협동조합,중울산농협,,
0010027417118,중원농협,농업협동조합\중원농협,농업협동조합,중원농협,,
0010027743138,중화농협,농업협동조합\중화농협,농업협동조합,중화농협,,
0010027413092,증평농협,농업협동조합\증평농협,농업협동조합,증평농협,,
0010027477057,지곡농협,농업협동조합\지곡농협,농업협동조합,지곡농협,,
0010027217013,지도농협,농업협동조합\지도농협,농업협동조합,지도농협,,
0010027513171,지리산농협,농업협동조합\지리산농협,농업협동조합,지리산농협,,
0010027833055,지리산청학농협,농업협동조합\지리산청학농협,농업협동조합,지리산청학농협,,
0010027747110,지보농협,농업협동조합\지보농협,농업협동조합,지보농협,,
0010027735023,지천농협,농업협동조합\지천농협,농업협동조합,지천농협,,
0010027231091,지평농협,농업협동조합\지평농협,농업협동조합,지평농협,,
0010027485081,직산농협,농업협동조합\직산농협,농업협동조합,직산농협,,
0010027737081,직지농협,농업협동조합\직지농협,농업협동조합,직지농협,,
0010027204051,진건농협,농업협동조합\진건농협,농업협동조합,진건농협,,
0010027651013,진도농협,농업협동조합\진도농협,농업협동조합,진도농협,,
0010027821094,진동농협,농업협동조합\진동농협,농업협동조합,진동농협,,
0010027725086,진량농협,농업협동조합\진량농협,농업협동조합,진량농협,,
0010027817097,진례농협,농업협동조합\진례농협,농업협동조합,진례농협,,
0010027525095,진봉농협,농업협동조합\진봉농협,농업협동조합,진봉농협,,
0010027313065,진부농협,농업협동조합\진부농협,농업협동조합,진부농협,,
0010027821120,진북농협,농업협동조합\진북농협,농업협동조합,진북농협,,
0010027451099,진산농협,농업협동조합\진산농협,농업협동조합,진산농협,,
0010027611066,진상농협,농업협동조합\진상농협,농업협동조합,진상농협,,
0010027503019,진안농협,농업협동조합\진안농협,농업협동조합,진안농협,,
0010027817086,진영농협,농업협동조합\진영농협,농업협동조합,진영농협,,
0010027645047,진원농협,농업협동조합\진원농협,농업협동조합,진원농협,,
0010027453091,진잠농협,농업협동조합\진잠농협,농업협동조합,진잠농협,,
0010027821050,진전농협,농업협동조합\진전농협,농업협동조합,진전농협,,
0010027204062,진접농협,농업협동조합\진접농협,농업협동조합,진접농협,,
0010027801065,진주금산농협,농업협동조합\진주금산농협,농업협동조합,진주금산농협,,
0010027801043,진주남부농협,농업협동조합\진주남부농협,농업협동조합,진주남부농협,,
0010027801172,진주동부농협,농업협동조합\진주동부농협,농업협동조합,진주동부농협,,
0010027801191,진주북부농협,농업협동조합\진주북부농협,농업협동조합,진주북부농협,,
0010027801168,진주서부농협,농업협동조합\진주서부농협,농업협동조합,진주서부농협,,
0010027801819,진주원예농협,농업협동조합\진주원예농협,농업협동조합,진주원예농협,,
0010027801054,진주진양농협,농업협동조합\진주진양농협,농업협동조합,진주진양농협,,
0010027177658,진주축산농협,농업협동조합\진주축산농협,농업협동조합,진주축산농협,,
0010027411019,진천농협,농업협동조합\진천농협,농업협동조합,진천농협,,
0010027173351,진천축산농협,농업협동조합\진천축산농협,농업협동조합,진천축산농협,,
0010027821142,진해농협,농업협동조합\진해농협,농업협동조합,진해농협,,
0010027807131,창녕농협,농업협동조합\창녕농협,농업협동조합,창녕농협,,
0010027177881,창녕축협,농업협동조합\창녕축협,농업협동조합,창녕축협,,
0010027831086,창선농협,농업협동조합\창선농협,농업협동조합,창선농협,,
0010027177742,창원시축산농협,농업협동조합\창원시축산농협,농업협동조합,창원시축산농협,,
0010027821810,창원원예농협,농업협동조합\창원원예농협,농업협동조합,창원원예농협,,
0010027603076,창평농협,농업협동조합\창평농협,농업협동조합,창평농협,,
0010027625096,천관농협,농업협동조합\천관농협,농업협동조합,천관농협,,
0010027467076,천북농협,농업협동조합\천북농협,농업협동조합,천북농협,,
0010027174402,천안공주낙농농협,농업협동조합\천안공주낙농농협,농업협동조합,천안공주낙농농협,,
0010027485014,천안농협,농업협동조합\천안농협,농업협동조합,천안농협,,
0010027485818,천안배농협,농업협동조합\천안배농협,농업협동조합,천안배농협,,
0010027174347,천안축산농협,농업협동조합\천안축산농협,농업협동조합,천안축산농협,,
0010027623038,천운농협,농업협동조합\천운농협,농업협동조합,천운농협,,
0010027641087,천지농협,농업협동조합\천지농협,농업협동조합,천지농협,,
0010027215099,천현농협,농업협동조합\천현농협,농업협동조합,천현농협,,
0010027317047,철원농협,농업협동조합\철원농협,농업협동조합,철원농협,,
0010027635011,청계농협,농업협동조합\청계농협,농업협동조합,청계농협,,
0010027401049,청남농협,농업협동조합\청남농협,농업협동조합,청남농협,,
0010027727011,청도농협,농업협동조합\청도농협,농업협동조합,청도농협,,
0010027176633,청도축협,농업협동조합\청도축협,농업협동조합,청도축협,,
0010027815017,청량농협,농업협동조합\청량농협,농업협동조합,청량농협,,
0010027405054,청산농협,농업협동조합\청산농협,농업협동조합,청산농협,,
0010027467065,청소농협,농업협동조합\청소농협,농업협동조합,청소농협,,
0010027711012,청송농협,농업협동조합\청송농협,농업협동조합,청송농협,,
0010027177014,청송영양축산농협,농업협동조합\청송영양축산농협,농업협동조합,청송영양축산농협,,
0010027471017,청양농협,농업협동조합\청양농협,농업협동조합,청양농협,,
0010027173982,청양축협,농업협동조합\청양축협,농업협동조합,청양축협,,
0010027231127,청운농협,농업협동조합\청운농협,농업협동조합,청운농협,,
0010027401142,청주농협,농업협동조합\청주농협,농업협동조합,청주농협,,
0010027173047,청주축산농협,농업협동조합\청주축산농협,농업협동조합,청주축산농협,,
0010027413066,청천농협,농업협동조합\청천농협,농업협동조합,청천농협,,
0010027221032,초월농협,농업협동조합\초월농협,농업협동조합,초월농협,,
0010027733010,초전농협,농업협동조합\초전농협,농업협동조합,초전농협,,
0010027411031,초평농협,농업협동조합\초평농협,농업협동조합,초평농협,,
0010027407090,추풍령농협,농업협동조합\추풍령농협,농업협동조합,추풍령농협,,
0010027753083,춘양농협,농업협동조합\춘양농협,농업협동조합,춘양농협,,
0010027301037,춘천농협,농업협동조합\춘천농협,농업협동조합,춘천농협,,
0010027301819,춘천원예농협,농업협동조합\춘천원예농협,농업협동조합,춘천원예농협,,
0010027172226,춘천철원축산농협,농업협동조합\춘천철원축산농협,농업협동조합,춘천철원축산농협,,
0010027513115,춘향골농협,농업협동조합\춘향골농협,농업협동조합,춘향골농협,,
0010027174587,충북낙농농협,농업협동조합\충북낙농농협,농업협동조합,충북낙농농협,,
0010027401810,충북원예농협,농업협동조합\충북원예농협,농업협동조합,충북원예농협,,
0010027413815,충북인삼농협,농업협동조합\충북인삼농협,농업협동조합,충북인삼농협,,
0010027477817,충서원예농협,농업협동조합\충서원예농협,농업협동조합,충서원예농협,,
0010027417015,충주농협,농업협동조합\충주농협,농업협동조합,충주농협,,
0010027173199,충주축산농협,농업협동조합\충주축산농협,농업협동조합,충주축산농협,,
0010027150109,칠곡농협,농업협동조합\칠곡농협,농업협동조합,칠곡농협,,
0010027517108,칠보농협,농업협동조합\칠보농협,농업협동조합,칠보농협,,
0010027453116,탄동농협,농업협동조합\탄동농협,농업협동조합,탄동농협,,
0010027457039,탄천농협,농업협동조합\탄천농협,농업협동조합,탄천농협,,
0010027215022,탄현농협,농업협동조합\탄현농협,농업협동조합,탄현농협,,
0010027483045,탕정농협,농업협동조합\탕정농협,농업협동조합,탕정농협,,
0010027335030,태백농협,농업협동조합\태백농협,농업협동조합,태백농협,,
0010027207050,태안농협,농업협동조합\태안농협,농업협동조합,태안농협,,
0010027517131,태인농협,농업협동조합\태인농협,농업협동조합,태인농협,,
0010027327051,토성농협,농업협동조합\토성농협,농업협동조합,토성농협,,
0010027823096,통영농협,농업협동조합\통영농협,농업협동조합,통영농협,,
0010027178071,통영축산농협,농업협동조합\통영축산농협,농업협동조합,통영축산농협,,
0010027221157,퇴촌농협,농업협동조합\퇴촌농협,농업협동조합,퇴촌농협,,
0010027215088,파주농협,농업협동조합\파주농협,농업협동조합,파주농협,,
0010027171285,파주연천축협,농업협동조합\파주연천축협,농업협동조합,파주연천축협,,
0010027465041,판교농협,농업협동조합\판교농협,농업협동조합,판교농협,,
0010027307088,판부농협,농업협동조합\판부농협,농업협동조합,판부농협,,
0010027703066,팔공농협,농업협동조합\팔공농협,농업협동조합,팔공농협,,
0010027617110,팔영농협,농업협동조합\팔영농협,농업협동조합,팔영농협,,
0010027207135,팔탄농협,농업협동조합\팔탄농협,농업협동조합,팔탄농협,,
0010027205029,팽성농협,농업협동조합\팽성농협,농업협동조합,팽성농협,,
0010027601030,평동농협,농업협동조합\평동농협,농업협동조합,평동농협,,
0010027313010,평창농협,농업협동조합\평창농협,농업협동조합,평창농협,,
0010027172666,평창영월정선축산농협,농업협동조합\평창영월정선축산농협,농업협동조합,평창영월정선축산농협,,
0010027205812,평택과수농협,농업협동조합\평택과수농협,농업협동조합,평택과수농협,,
0010027205018,평택농협,농업협동조합\평택농협,농업협동조합,평택농협,,
0010027171191,평택축산농협,농업협동조합\평택축산농협,농업협동조합,평택축산농협,,
0010027755041,평해농협,농업협동조합\평해농협,농업협동조합,평해농협,,
0010027235028,포곡농협,농업협동조합\포곡농협,농업협동조합,포곡농협,,
0010027225047,포천농협,농업협동조합\포천농협,농업협동조합,포천농협,,
0010027171450,포천축협,농업협동조합\포천축협,농업협동조합,포천축협,,
0010027717100,포항농협,농업협동조합\포항농협,농업협동조합,포항농협,,
0010027176316,포항축산농협,농업협동조합\포항축산농협,농업협동조합,포항축산농협,,
0010027903080,표선농협,농업협동조합\표선농협,농업협동조합,표선농협,,
0010027751081,풍기농협,농업협동조합\풍기농협,농업협동조합,풍기농협,,
0010027751818,풍기인삼농협,농업협동조합\풍기인삼농협,농업협동조합,풍기인삼농협,,
0010027617028,풍양농협,농업협동조합\풍양농협,농업협동조합,풍양농협,,
0010027901136,하귀농협,농업협동조합\하귀농협,농업협동조합,하귀농협,,
0010027221098,하남농협,농업협동조합\하남농협,농업협동조합,하남농협,,
0010027833033,하동농협,농업협동조합\하동농협,농업협동조합,하동농협,,
0010027177577,하동축협,농업협동조합\하동축협,농업협동조합,하동축협,,
0010027813037,하북농협,농업협동조합\하북농협,농업협동조합,하북농협,,
0010027702032,하빈농협,농업협동조합\하빈농협,농업협동조합,하빈농협,,
0010027523071,하서농협,농업협동조합\하서농협,농업협동조합,하서농협,,
0010027725064,하양농협,농업협동조합\하양농협,농업협동조합,하양농협,,
0010027653107,하의농협,농업협동조합\하의농협,농업협동조합,하의농협,,
0010027331025,하조대농협,농업협동조합\하조대농협,농업협동조합,하조대농협,,
0010027825065,하청농협,농업협동조합\하청농협,농업협동조합,하청농협,,
0010027407056,학산농협,농업협동조합\학산농협,농업협동조합,학산농협,,
0010027901077,한경농협,농업협동조합\한경농협,농업협동조합,한경농협,,
0010027170613,한국양계농협,농업협동조합\한국양계농협,농업협동조합,한국양계농협,,
0010027170383,한국양봉농협,농업협동조합\한국양봉농협,농업협동조합,한국양봉농협,,
0010027170587,한국양토양록농협,농업협동조합\한국양토양록농협,농업협동조합,한국양토양록농협,,
0010027217817,한국화훼농협,농업협동조합\한국화훼농협,농업협동조합,한국화훼농협,,
0010027627087,한들농협,농업협동조합\한들농협,농업협동조합,한들농협,,
0010027817101,한림농협,농업협동조합\한림농협,농업협동조합,한림농협,,
0010027465085,한산농협,농업협동조합\한산농협,농업협동조합,한산농협,,
0010027901055,함덕농협,농업협동조합\함덕농협,농업협동조합,함덕농협,,
0010027177425,함안축협,농업협동조합\함안축협,농업협동조합,함안축협,,
0010027837026,함양농협,농업협동조합\함양농협,농업협동조합,함양농협,,
0010027177946,함양산청축협,농업협동조합\함양산청축협,농업협동조합,함양산청축협,,
0010027743172,함창농협,농업협동조합\함창농협,농업협동조합,함창농협,,
0010027641043,함평농협,농업협동조합\함평농협,농업협동조합,함평농협,,
0010027175896,함평축산농협,농업협동조합\함평축산농협,농업협동조합,함평축산농협,,
