finance_cd,finance_nm,finance_path,cate_1,cate_2,cate_3,cate_4
0010927,국민은행,국내은행\일반은행\시중은행\국민은행,국내은행,일반은행,시중은행,국민은행
0010014,국민은행(구)[폐],국내은행\일반은행\시중은행\국민은행(구)[폐],국내은행,일반은행,시중은행,국민은행(구)[폐]
0010004,서울은행[폐],국내은행\일반은행\시중은행\서울은행[폐],국내은행,일반은행,시중은행,서울은행[폐]
0011625,신한은행,국내은행\일반은행\시중은행\신한은행,국내은행,일반은행,시중은행,신한은행
0010005,신한은행(구)[폐],국내은행\일반은행\시중은행\신한은행(구)[폐],국내은행,일반은행,시중은행,신한은행(구)[폐]
0010001,우리은행,국내은행\일반은행\시중은행\우리은행,국내은행,일반은행,시중은행,우리은행
0010003,조흥은행[폐],국내은행\일반은행\시중은행\조흥은행[폐],국내은행,일반은행,시중은행,조흥은행[폐]
0010012,평화은행[폐],국내은행\일반은행\시중은행\평화은행[폐],국내은행,일반은행,시중은행,평화은행[폐]
0013909,하나은행,국내은행\일반은행\시중은행\하나은행,국내은행,일반은행,시중은행,하나은행
0010010,하나은행(구)[폐],국내은행\일반은행\시중은행\하나은행(구)[폐],국내은행,일반은행,시중은행,하나은행(구)[폐]
0011228,하나은행[폐],국내은행\일반은행\시중은행\하나은행[폐],국내은행,일반은행,시중은행,하나은행[폐]
0010002,한국스탠다드차타드은행,국내은행\일반은행\시중은행\한국스탠다드차타드은행,국내은행,일반은행,시중은행,한국스탠다드차타드은행
0010006,한국씨티은행,국내은행\일반은행\시중은행\한국씨티은행,국내은행,일반은행,시중은행,한국씨티은행
0010013,한국외환은행[폐],국내은행\일반은행\시중은행\한국외환은행[폐],국내은행,일반은행,시중은행,한국외환은행[폐]
0010015,한국주택은행[폐],국내은행\일반은행\시중은행\한국주택은행[폐],국내은행,일반은행,시중은행,한국주택은행[폐]
0014674,주식회사 케이뱅크은행,국내은행\일반은행\인터넷전문은행\주식회사 케이뱅크은행,국내은행,일반은행,인터넷전문은행,주식회사 케이뱅크은행
0015130,한국카카오은행 주식회사,국내은행\일반은행\인터넷전문은행\한국카카오은행 주식회사,국내은행,일반은행,인터넷전문은행,한국카카오은행 주식회사
0010023,강원은행[폐],국내은행\일반은행\지방은행\강원은행[폐],국내은행,일반은행,지방은행,강원은행[폐]
0010024,경남은행,국내은행\일반은행\지방은행\경남은행,국내은행,일반은행,지방은행,경남은행
0010019,광주은행,국내은행\일반은행\지방은행\광주은행,국내은행,일반은행,지방은행,광주은행
0010016,대구은행,국내은행\일반은행\지방은행\대구은행,국내은행,일반은행,지방은행,대구은행
0010017,부산은행,국내은행\일반은행\지방은행\부산은행,국내은행,일반은행,지방은행,부산은행
0010022,전북은행,국내은행\일반은행\지방은행\전북은행,국내은행,일반은행,지방은행,전북은행
0010020,제주은행,국내은행\일반은행\지방은행\제주은행,국내은행,일반은행,지방은행,제주은행
0010025,충북은행[폐],국내은행\일반은행\지방은행\충북은행[폐],국내은행,일반은행,지방은행,충북은행[폐]
0010027,농업협동조합중앙회[폐],국내은행\특수은행\농업협동조합중앙회[폐],국내은행,특수은행,농업협동조합중앙회[폐],
0013175,농협은행주식회사,국내은행\특수은행\농협은행주식회사,국내은행,특수은행,농협은행주식회사,
0010028,수산업협동조합중앙회[폐],국내은행\특수은행\수산업협동조합중앙회[폐],국내은행,특수은행,수산업협동조합중앙회[폐],
0014807,수협은행,국내은행\특수은행\수협은행,국내은행,특수은행,수협은행,
0010026,중소기업은행,국내은행\특수은행\중소기업은행,국내은행,특수은행,중소기업은행,
0010029,축산업협동조합[폐],국내은행\특수은행\축산업협동조합[폐],국내은행,특수은행,축산업협동조합[폐],
0010030,한국산업은행,국내은행\특수은행\한국산업은행,국내은행,특수은행,한국산업은행,
0010031,한국수출입은행,국내은행\특수은행\한국수출입은행,국내은행,특수은행,한국수출입은행,
0010679,(주)엠유에프지은행 서울지점,외은지점\(주)엠유에프지은행 서울지점,외은지점,(주)엠유에프지은행 서울지점,,
0010037,BNP파리바,외은지점\BNP파리바,외은지점,BNP파리바,,
0010042,DBS은행,외은지점\DBS은행,외은지점,DBS은행,,
0010069,NCNB텍사스내쇼날[폐],외은지점\NCNB텍사스내쇼날[폐],외은지점,NCNB텍사스내쇼날[폐],,
0010047,OCBC,외은지점\OCBC,외은지점,OCBC,,
0010720,UBS은행[폐],외은지점\UBS은행[폐],외은지점,UBS은행[폐],,
0010043,UFJ[폐],외은지점\UFJ[폐],외은지점,UFJ[폐],,
0011692,골드만삭스인터내셔날은행 서울지점[폐],외은지점\골드만삭스인터내셔날은행 서울지점[폐],외은지점,골드만삭스인터내셔날은행 서울지점[폐],,
0011548,교통은행,외은지점\교통은행,외은지점,교통은행,,
0010081,구 케미칼[폐],외은지점\구 케미칼[폐],외은지점,구 케미칼[폐],,
0010080,그린드레이즈[폐],외은지점\그린드레이즈[폐],외은지점,그린드레이즈[폐],,
0011477,나테시스[폐],외은지점\나테시스[폐],외은지점,나테시스[폐],,
0010057,나폴리[폐],외은지점\나폴리[폐],외은지점,나폴리[폐],,
0010667,내쇼날웨스트민스터은행[폐],외은지점\내쇼날웨스트민스터은행[폐],외은지점,내쇼날웨스트민스터은행[폐],,
0010668,내쇼날카나다은행[폐],외은지점\내쇼날카나다은행[폐],외은지점,내쇼날카나다은행[폐],,
0010669,내쇼날커머어셜은행[폐],외은지점\내쇼날커머어셜은행[폐],외은지점,내쇼날커머어셜은행[폐],,
0010670,내쇼날호주은행[폐],외은지점\내쇼날호주은행[폐],외은지점,내쇼날호주은행[폐],,
0010671,네이션즈은행[폐],외은지점\네이션즈은행[폐],외은지점,네이션즈은행[폐],,
0014839,노던트러스트컴퍼니 서울지점,외은지점\노던트러스트컴퍼니 서울지점,외은지점,노던트러스트컴퍼니 서울지점,,
0010672,노바스코셔은행,외은지점\노바스코셔은행,외은지점,노바스코셔은행,,
0010673,뉴욕멜론은행,외은지점\뉴욕멜론은행,외은지점,뉴욕멜론은행,,
0010068,뉴질란드[폐],외은지점\뉴질란드[폐],외은지점,뉴질란드[폐],,
0010674,다이와은행[폐],외은지점\다이와은행[폐],외은지점,다이와은행[폐],,
0010676,대화(UOB)은행,외은지점\대화(UOB)은행,외은지점,대화(UOB)은행,,
0010677,도오까이은행[폐],외은지점\도오까이은행[폐],외은지점,도오까이은행[폐],,
0010678,도이치은행,외은지점\도이치은행,외은지점,도이치은행,,
0010085,독일중앙협동은행[폐],외은지점\독일중앙협동은행[폐],외은지점,독일중앙협동은행[폐],,
0010680,동경은행[폐],외은지점\동경은행[폐],외은지점,동경은행[폐],,
0010681,드래스드너은행[폐],외은지점\드래스드너은행[폐],외은지점,드래스드너은행[폐],,
0010077,레이니어내쇼날[폐],외은지점\레이니어내쇼날[폐],외은지점,레이니어내쇼날[폐],,
0010078,로이즈[폐],외은지점\로이즈[폐],외은지점,로이즈[폐],,
0010054,롬바르디저축[폐],외은지점\롬바르디저축[폐],외은지점,롬바르디저축[폐],,
0010084,리먼브라더스은행[폐],외은지점\리먼브라더스은행[폐],외은지점,리먼브라더스은행[폐],,
0011930,리먼브러더스뱅크하우스서울지점[폐],외은지점\리먼브러더스뱅크하우스서울지점[폐],외은지점,리먼브러더스뱅크하우스서울지점[폐],,
0010066,리퍼브릭달라스[폐],외은지점\리퍼브릭달라스[폐],외은지점,리퍼브릭달라스[폐],,
0010082,마린미들랜드[폐],외은지점\마린미들랜드[폐],외은지점,마린미들랜드[폐],,
0012307,맥쿼리은행 ,외은지점\맥쿼리은행 ,외은지점,맥쿼리은행 ,,
0011929,메릴린치인터내셔널은행서울지점[폐],외은지점\메릴린치인터내셔널은행서울지점[폐],외은지점,메릴린치인터내셔널은행서울지점[폐],,
0010682,메트로은행,외은지점\메트로은행,외은지점,메트로은행,,
0010683,멜라트은행,외은지점\멜라트은행,외은지점,멜라트은행,,
0010065,멜론[폐],외은지점\멜론[폐],외은지점,멜론[폐],,
0010050,모간[폐],외은지점\모간[폐],외은지점,모간[폐],,
0011560,모간스탠리은행,외은지점\모간스탠리은행,외은지점,모간스탠리은행,,
0010684,몬트리얼은행[폐],외은지점\몬트리얼은행[폐],외은지점,몬트리얼은행[폐],,
0010060,미들랜드[폐],외은지점\미들랜드[폐],외은지점,미들랜드[폐],,
0010685,미쓰비시신탁은행[폐],외은지점\미쓰비시신탁은행[폐],외은지점,미쓰비시신탁은행[폐],,
0010075,미쓰이[폐],외은지점\미쓰이[폐],외은지점,미쓰이[폐],,
0010686,미쓰이스미토모은행,외은지점\미쓰이스미토모은행,외은지점,미쓰이스미토모은행,,
0010687,미쓰이신탁은행[폐],외은지점\미쓰이신탁은행[폐],외은지점,미쓰이신탁은행[폐],,
0010675,미즈호,외은지점\미즈호,외은지점,미즈호,,
0011931,바덴뷔르템베르크주립은행서울지점,외은지점\바덴뷔르템베르크주립은행서울지점,외은지점,바덴뷔르템베르크주립은행서울지점,,
0010086,바이에리쉬란데스[폐],외은지점\바이에리쉬란데스[폐],외은지점,바이에리쉬란데스[폐],,
0010688,바클레이즈은행[폐],외은지점\바클레이즈은행[폐],외은지점,바클레이즈은행[폐],,
0010071,방카세르핀[폐],외은지점\방카세르핀[폐],외은지점,방카세르핀[폐],,
0012271,방코 싼탄데르 S.A 서울사무소[폐],외은지점\방코 싼탄데르 S.A 서울사무소[폐],외은지점,방코 싼탄데르 S.A 서울사무소[폐],,
0010689,뱅커스트러스트은행[폐],외은지점\뱅커스트러스트은행[폐],외은지점,뱅커스트러스트은행[폐],,
0010690,뱅크오브아메리카은행,외은지점\뱅크오브아메리카은행,외은지점,뱅크오브아메리카은행,,
0010691,뱅크원은행[폐],외은지점\뱅크원은행[폐],외은지점,뱅크원은행[폐],,
0010056,베어링브라더즈[폐],외은지점\베어링브라더즈[폐],외은지점,베어링브라더즈[폐],,
0010067,부미푸트라[폐],외은지점\부미푸트라[폐],외은지점,부미푸트라[폐],,
0010055,브뤼셀람베르트[폐],외은지점\브뤼셀람베르트[폐],외은지점,브뤼셀람베르트[폐],,
0010079,비씨씨아이[폐],외은지점\비씨씨아이[폐],외은지점,비씨씨아이[폐],,
0012841,빌바오비스까야아르헨따리아은행주식회사 [폐],외은지점\빌바오비스까야아르헨따리아은행주식회사 [폐],외은지점,빌바오비스까야아르헨따리아은행주식회사 [폐],,
0010072,사이타마[폐],외은지점\사이타마[폐],외은지점,사이타마[폐],,
0010692,사쿠라은행[폐],외은지점\사쿠라은행[폐],외은지점,사쿠라은행[폐],,
0010083,살로몬브라더스은행[폐],외은지점\살로몬브라더스은행[폐],외은지점,살로몬브라더스은행[폐],,
0011478,서독은행[폐],외은지점\서독은행[폐],외은지점,서독은행[폐],,
0010693,서일본은행[폐],외은지점\서일본은행[폐],외은지점,서일본은행[폐],,
0010044,소시에테제네랄,외은지점\소시에테제네랄,외은지점,소시에테제네랄,,
0010051,스미토모신탁[폐],외은지점\스미토모신탁[폐],외은지점,스미토모신탁[폐],,
0010053,스위스[폐],외은지점\스위스[폐],외은지점,스위스[폐],,
0010034,스탠다드차타드[폐],외은지점\스탠다드차타드[폐],외은지점,스탠다드차타드[폐],,
0013963,스테이트 뱅크 오브 인디아 서울지점,외은지점\스테이트 뱅크 오브 인디아 서울지점,외은지점,스테이트 뱅크 오브 인디아 서울지점,,
0010089,스테이트스트리트,외은지점\스테이트스트리트,외은지점,스테이트스트리트,,
0010061,시큐리티퍼시픽[폐],외은지점\시큐리티퍼시픽[폐],외은지점,시큐리티퍼시픽[폐],,
0010063,씨애틀퍼스트[폐],외은지점\씨애틀퍼스트[폐],외은지점,씨애틀퍼스트[폐],,
0010694,씨티은행[폐],외은지점\씨티은행[폐],외은지점,씨티은행[폐],,
0010036,아랍[폐],외은지점\아랍[폐],외은지점,아랍[폐],,
0011482,아랍은행사무소[폐],외은지점\아랍은행사무소[폐],외은지점,아랍은행사무소[폐],,
0011475,아메리칸엑스프레스[폐],외은지점\아메리칸엑스프레스[폐],외은지점,아메리칸엑스프레스[폐],,
0010088,아메리칸익스프레스[폐],외은지점\아메리칸익스프레스[폐],외은지점,아메리칸익스프레스[폐],,
0010695,아사히은행[폐],외은지점\아사히은행[폐],외은지점,아사히은행[폐],,
0010702,아우조라은행[폐],외은지점\아우조라은행[폐],외은지점,아우조라은행[폐],,
0010039,아이엔지,외은지점\아이엔지,외은지점,아이엔지,,
0011484,알비에스[폐],외은지점\알비에스[폐],외은지점,알비에스[폐],,
0010698,알비에스은행[폐],외은지점\알비에스은행[폐],외은지점,알비에스은행[폐],,
0013446,알비에스피엘씨은행서울지점[폐],외은지점\알비에스피엘씨은행서울지점[폐],외은지점,알비에스피엘씨은행서울지점[폐],,
0011480,알지비[폐],외은지점\알지비[폐],외은지점,알지비[폐],,
0010070,암스테르담로테르담[폐],외은지점\암스테르담로테르담[폐],외은지점,암스테르담로테르담[폐],,
0010696,야마구찌은행,외은지점\야마구찌은행,외은지점,야마구찌은행,,
0010697,야스다신탁은행[폐],외은지점\야스다신탁은행[폐],외은지점,야스다신탁은행[폐],,
0010699,요코하마은행[폐],외은지점\요코하마은행[폐],외은지점,요코하마은행[폐],,
0010059,웨스트팩[폐],외은지점\웨스트팩[폐],외은지점,웨스트팩[폐],,
0010710,웰스파고,외은지점\웰스파고,외은지점,웰스파고,,
0010074,웰스파고[폐],외은지점\웰스파고[폐],외은지점,웰스파고[폐],,
0010062,유니온[폐],외은지점\유니온[폐],외은지점,유니온[폐],,
0010087,유니크레딧은행 서울사무소[폐],외은지점\유니크레딧은행 서울사무소[폐],외은지점,유니크레딧은행 서울사무소[폐],,
0010041,유바프,외은지점\유바프,외은지점,유바프,,
0010700,이태리상업은행[폐],외은지점\이태리상업은행[폐],외은지점,이태리상업은행[폐],,
0013977,인도네시아느가라은행 서울지점,외은지점\인도네시아느가라은행 서울지점,외은지점,인도네시아느가라은행 서울지점,,
0010701,인도해외은행,외은지점\인도해외은행,외은지점,인도해외은행,,
0011479,인떼자은행[폐],외은지점\인떼자은행[폐],외은지점,인떼자은행[폐],,
0010038,일본장기신용[폐],외은지점\일본장기신용[폐],외은지점,일본장기신용[폐],,
0010052,일본흥업[폐],외은지점\일본흥업[폐],외은지점,일본흥업[폐],,
0010705,제이피모건체이스,외은지점\제이피모건체이스,외은지점,제이피모건체이스,,
0010704,중국건설은행,외은지점\중국건설은행,외은지점,중국건설은행,,
0010703,중국공상은행,외은지점\중국공상은행,외은지점,중국공상은행,,
0014021,중국광대은행주식유한회사 서울지점,외은지점\중국광대은행주식유한회사 서울지점,외은지점,중국광대은행주식유한회사 서울지점,,
0013000,중국농업은행주식유한회사 ,외은지점\중국농업은행주식유한회사 ,외은지점,중국농업은행주식유한회사 ,,
0010048,중국은행,외은지점\중국은행,외은지점,중국은행,,
0010033,체이스맨햇턴(합병전)[폐],외은지점\체이스맨햇턴(합병전)[폐],외은지점,체이스맨햇턴(합병전)[폐],,
0010706,카나다로얄은행[폐],외은지점\카나다로얄은행[폐],외은지점,카나다로얄은행[폐],,
0010045,캘리포니아 유니온[폐],외은지점\캘리포니아 유니온[폐],외은지점,캘리포니아 유니온[폐],,
0010707,코메르쯔은행[폐],외은지점\코메르쯔은행[폐],외은지점,코메르쯔은행[폐],,
0010058,콘티넨탈[폐],외은지점\콘티넨탈[폐],외은지점,콘티넨탈[폐],,
0010076,크락커내쇼날[폐],외은지점\크락커내쇼날[폐],외은지점,크락커내쇼날[폐],,
0010035,크레디 아그리콜 코퍼레이트 앤 인베스트먼트 뱅크,외은지점\크레디 아그리콜 코퍼레이트 앤 인베스트먼트 뱅크,외은지점,크레디 아그리콜 코퍼레이트 앤 인베스트먼트 뱅크,,
0010040,크레디리요네[폐],외은지점\크레디리요네[폐],외은지점,크레디리요네[폐],,
0010073,크레디트스위스,외은지점\크레디트스위스,외은지점,크레디트스위스,,
0011483,토론토도미니언사무소[폐],외은지점\토론토도미니언사무소[폐],외은지점,토론토도미니언사무소[폐],,
0010708,파리바은행[폐],외은지점\파리바은행[폐],외은지점,파리바은행[폐],,
0010709,파키스탄국립은행,외은지점\파키스탄국립은행,외은지점,파키스탄국립은행,,
0011476,퍼스트인터내셔날[폐],외은지점\퍼스트인터내셔날[폐],외은지점,퍼스트인터내셔날[폐],,
0010711,퍼스트인터스테이트캘리포니아[폐],외은지점\퍼스트인터스테이트캘리포니아[폐],외은지점,퍼스트인터스테이트캘리포니아[폐],,
0011481,포티스[폐],외은지점\포티스[폐],외은지점,포티스[폐],,
0010049,프랑스상업[폐],외은지점\프랑스상업[폐],외은지점,프랑스상업[폐],,
0010712,플릿내쇼날은행[폐],외은지점\플릿내쇼날은행[폐],외은지점,플릿내쇼날은행[폐],,
0010713,하와이은행[폐],외은지점\하와이은행[폐],외은지점,하와이은행[폐],,
0010064,해외신탁[폐],외은지점\해외신탁[폐],외은지점,해외신탁[폐],,
0010046,호주뉴질랜드,외은지점\호주뉴질랜드,외은지점,호주뉴질랜드,,
0010714,혹카이도타쿠쇼쿠은행[폐],외은지점\혹카이도타쿠쇼쿠은행[폐],외은지점,혹카이도타쿠쇼쿠은행[폐],,
0010715,홍콩상하이은행,외은지점\홍콩상하이은행,외은지점,홍콩상하이은행,,
0010716,화련은행[폐],외은지점\화련은행[폐],외은지점,화련은행[폐],,
0010717,후지은행[폐],외은지점\후지은행[폐],외은지점,후지은행[폐],,
0010719,후쿠오카시티은행[폐],외은지점\후쿠오카시티은행[폐],외은지점,후쿠오카시티은행[폐],,
0010718,후쿠오카은행[폐],외은지점\후쿠오카은행[폐],외은지점,후쿠오카은행[폐],,
0010619,DB생명보험주식회사,생명보험\국내생보사\DB생명보험주식회사,생명보험,국내생보사,DB생명보험주식회사,
0010605,DGB생명보험주식회사,생명보험\국내생보사\DGB생명보험주식회사,생명보험,국내생보사,DGB생명보험주식회사,
0011388,KB생명보험주식회사,생명보험\국내생보사\KB생명보험주식회사,생명보험,국내생보사,KB생명보험주식회사,
0013436,교보라이프플래닛생명보험주식회사,생명보험\국내생보사\교보라이프플래닛생명보험주식회사,생명보험,국내생보사,교보라이프플래닛생명보험주식회사,
0010597,교보생명보험주식회사,생명보험\국내생보사\교보생명보험주식회사,생명보험,국내생보사,교보생명보험주식회사,
0010603,국민생명보험주식회사[폐],생명보험\국내생보사\국민생명보험주식회사[폐],생명보험,국내생보사,국민생명보험주식회사[폐],
0013173,농협생명보험주식회사,생명보험\국내생보사\농협생명보험주식회사,생명보험,국내생보사,농협생명보험주식회사,
0010600,대신생명보험주식회사[폐],생명보험\국내생보사\대신생명보험주식회사[폐],생명보험,국내생보사,대신생명보험주식회사[폐],
0010598,동아생명보험주식회사[폐],생명보험\국내생보사\동아생명보험주식회사[폐],생명보험,국내생보사,동아생명보험주식회사[폐],
0010609,두원생명보험주식회사[폐],생명보험\국내생보사\두원생명보험주식회사[폐],생명보험,국내생보사,두원생명보험주식회사[폐],
0010608,미래에셋생명보험주식회사,생명보험\국내생보사\미래에셋생명보험주식회사,생명보험,국내생보사,미래에셋생명보험주식회사,
0010595,삼성생명보험주식회사,생명보험\국내생보사\삼성생명보험주식회사,생명보험,국내생보사,삼성생명보험주식회사,
0010623,삼신올스테이트생명보험주식회사[폐],생명보험\국내생보사\삼신올스테이트생명보험주식회사[폐],생명보험,국내생보사,삼신올스테이트생명보험주식회사[폐],
0010599,신한생명보험주식회사,생명보험\국내생보사\신한생명보험주식회사,생명보험,국내생보사,신한생명보험주식회사,
0012455,아이비케이연금보험 주식회사,생명보험\국내생보사\아이비케이연금보험 주식회사,생명보험,국내생보사,아이비케이연금보험 주식회사,
0010617,오렌지라이프생명보험 주식회사,생명보험\국내생보사\오렌지라이프생명보험 주식회사,생명보험,국내생보사,오렌지라이프생명보험 주식회사,
0010606,조선생명보험주식회사[폐],생명보험\국내생보사\조선생명보험주식회사[폐],생명보험,국내생보사,조선생명보험주식회사[폐],
0010607,케이디비생명보험주식회사,생명보험\국내생보사\케이디비생명보험주식회사,생명보험,국내생보사,케이디비생명보험주식회사,
0010602,태평양생명보험주식회사[폐],생명보험\국내생보사\태평양생명보험주식회사[폐],생명보험,국내생보사,태평양생명보험주식회사[폐],
0010618,하나생명보험주식회사,생명보험\국내생보사\하나생명보험주식회사,생명보험,국내생보사,하나생명보험주식회사,
0010604,한덕생명보험주식회사[폐],생명보험\국내생보사\한덕생명보험주식회사[폐],생명보험,국내생보사,한덕생명보험주식회사[폐],
0010613,한일생명보험주식회사[폐],생명보험\국내생보사\한일생명보험주식회사[폐],생명보험,국내생보사,한일생명보험주식회사[폐],
0010593,한화생명보험주식회사,생명보험\국내생보사\한화생명보험주식회사,생명보험,국내생보사,한화생명보험주식회사,
0010601,현대생명보험주식회사[폐],생명보험\국내생보사\현대생명보험주식회사[폐],생명보험,국내생보사,현대생명보험주식회사[폐],
0010596,흥국생명보험주식회사,생명보험\국내생보사\흥국생명보험주식회사,생명보험,국내생보사,흥국생명보험주식회사,
0010624,PCA생명보험주식회사[폐],생명보험\외국생보사\PCA생명보험주식회사[폐],생명보험,외국생보사,PCA생명보험주식회사[폐],
0010622,동양생명보험주식회사,생명보험\외국생보사\동양생명보험주식회사,생명보험,외국생보사,동양생명보험주식회사,
0010614,라이나생명국내지점[폐],생명보험\외국생보사\라이나생명국내지점[폐],생명보험,외국생보사,라이나생명국내지점[폐],
0011434,라이나생명보험주식회사,생명보험\외국생보사\라이나생명보험주식회사,생명보험,외국생보사,라이나생명보험주식회사,
0010620,메트라이프생명보험(주),생명보험\외국생보사\메트라이프생명보험(주),생명보험,외국생보사,메트라이프생명보험(주),
0011226,비엔피파리바카디프생명보험주식회사,생명보험\외국생보사\비엔피파리바카디프생명보험주식회사,생명보험,외국생보사,비엔피파리바카디프생명보험주식회사,
0010594,에이비엘생명보험주식회사,생명보험\외국생보사\에이비엘생명보험주식회사,생명보험,외국생보사,에이비엘생명보험주식회사,
0010615,에이아이에이생명보험 주식회사,생명보험\외국생보사\에이아이에이생명보험 주식회사,생명보험,외국생보사,에이아이에이생명보험 주식회사,
0010625,처브라이프생명보험주식회사,생명보험\외국생보사\처브라이프생명보험주식회사,생명보험,외국생보사,처브라이프생명보험주식회사,
0010648,카디프생명보험(주)한국지점[폐],생명보험\외국생보사\카디프생명보험(주)한국지점[폐],생명보험,외국생보사,카디프생명보험(주)한국지점[폐],
0010616,푸르덴셜생명보험주식회사,생명보험\외국생보사\푸르덴셜생명보험주식회사,생명보험,외국생보사,푸르덴셜생명보험주식회사,
0011320,푸본현대생명보험주식회사,생명보험\외국생보사\푸본현대생명보험주식회사,생명보험,외국생보사,푸본현대생명보험주식회사,
0010636,DB손해보험주식회사,손해보험\국내손보사\국내일반손보사\DB손해보험주식회사,손해보험,국내손보사,국내일반손보사,DB손해보험주식회사
0010629,그린손해보험주식회사[폐],손해보험\국내손보사\국내일반손보사\그린손해보험주식회사[폐],손해보험,국내손보사,국내일반손보사,그린손해보험주식회사[폐]
0013174,농협손해보험주식회사,손해보험\국내손보사\국내일반손보사\농협손해보험주식회사,손해보험,국내손보사,국내일반손보사,농협손해보험주식회사
0011354,더케이손해보험주식회사,손해보험\국내손보사\국내일반손보사\더케이손해보험주식회사,손해보험,국내손보사,국내일반손보사,더케이손해보험주식회사
0010628,롯데손해보험주식회사,손해보험\국내손보사\국내일반손보사\롯데손해보험주식회사,손해보험,국내손보사,국내일반손보사,롯데손해보험주식회사
0010632,리젠트화재보험[폐],손해보험\국내손보사\국내일반손보사\리젠트화재보험[폐],손해보험,국내손보사,국내일반손보사,리젠트화재보험[폐]
0010626,메리츠화재해상보험,손해보험\국내손보사\국내일반손보사\메리츠화재해상보험,손해보험,국내손보사,국내일반손보사,메리츠화재해상보험
0010633,삼성화재해상보험,손해보험\국내손보사\국내일반손보사\삼성화재해상보험,손해보험,국내손보사,국내일반손보사,삼성화재해상보험
0013376,엠지손해보험주식회사,손해보험\국내손보사\국내일반손보사\엠지손해보험주식회사,손해보험,국내손보사,국내일반손보사,엠지손해보험주식회사
0010631,제일화재해상보험[폐],손해보험\국내손보사\국내일반손보사\제일화재해상보험[폐],손해보험,국내손보사,국내일반손보사,제일화재해상보험[폐]
0010635,주식회사KB손해보험,손해보험\국내손보사\국내일반손보사\주식회사KB손해보험,손해보험,국내손보사,국내일반손보사,주식회사KB손해보험
0010627,한화손해보험주식회사,손해보험\국내손보사\국내일반손보사\한화손해보험주식회사,손해보험,국내손보사,국내일반손보사,한화손해보험주식회사
0010634,현대해상화재보험,손해보험\국내손보사\국내일반손보사\현대해상화재보험,손해보험,국내손보사,국내일반손보사,현대해상화재보험
0010630,흥국화재해상보험주식회사,손해보험\국내손보사\국내일반손보사\흥국화재해상보험주식회사,손해보험,국내손보사,국내일반손보사,흥국화재해상보험주식회사
0010637,서울보증보험주식회사,손해보험\국내손보사\국내전업손보사\서울보증보험주식회사,손해보험,국내손보사,국내전업손보사,서울보증보험주식회사
0010638,코리안리재보험주식회사,손해보험\국내손보사\국내전업손보사\코리안리재보험주식회사,손해보험,국내손보사,국내전업손보사,코리안리재보험주식회사
0013852,한국해양보증 주식회사[폐],손해보험\국내손보사\국내전업손보사\한국해양보증 주식회사[폐],손해보험,국내손보사,국내전업손보사,한국해양보증 주식회사[폐]
0011648,현대하이카다이렉트손해보험주식회사[폐],손해보험\국내손보사\국내전업손보사\현대하이카다이렉트손해보험주식회사[폐],손해보험,국내손보사,국내전업손보사,현대하이카다이렉트손해보험주식회사[폐]
0011937,AIG유나이티드개런티인슈어런스아시아리미티드[폐],손해보험\외국손보사\AIG유나이티드개런티인슈어런스아시아리미티드[폐],손해보험,외국손보사,AIG유나이티드개런티인슈어런스아시아리미티드[폐],
0010642,Vigilant[폐],손해보험\외국손보사\Vigilant[폐],손해보험,외국손보사,Vigilant[폐],
0012243,다스법률비용보험주식회사,손해보험\외국손보사\다스법률비용보험주식회사,손해보험,외국손보사,다스법률비용보험주식회사,
0011334,동경해상일동화재보험(주)서울지점,손해보험\외국손보사\동경해상일동화재보험(주)서울지점,손해보험,외국손보사,동경해상일동화재보험(주)서울지점,
0010644,로얄엔드선얼라이언스피엘씨[폐],손해보험\외국손보사\로얄엔드선얼라이언스피엘씨[폐],손해보험,외국손보사,로얄엔드선얼라이언스피엘씨[폐],
0010643,릴라이언스인슈어런스컴퍼니한국지점[폐],손해보험\외국손보사\릴라이언스인슈어런스컴퍼니한국지점[폐],손해보험,외국손보사,릴라이언스인슈어런스컴퍼니한국지점[폐],
0010652,뮌헨재보험주식회사 한국지점,손해보험\외국손보사\뮌헨재보험주식회사 한국지점,손해보험,외국손보사,뮌헨재보험주식회사 한국지점,
0011219,미쓰이스미토모해상화재보험(주)한국지점,손해보험\외국손보사\미쓰이스미토모해상화재보험(주)한국지점,손해보험,외국손보사,미쓰이스미토모해상화재보험(주)한국지점,
0011353,비엔피파리바카디프손해보험,손해보험\외국손보사\비엔피파리바카디프손해보험,손해보험,외국손보사,비엔피파리바카디프손해보험,
0010651,스위스재보험,손해보험\외국손보사\스위스재보험,손해보험,외국손보사,스위스재보험,
0011387,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,손해보험\외국손보사\스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,손해보험,외국손보사,스코리인슈어런스아시아퍼시픽피티이엘티디한국지점,
0010640,아메리칸홈어슈어런스캄파니 한국지점(차티스)[폐],손해보험\외국손보사\아메리칸홈어슈어런스캄파니 한국지점(차티스)[폐],손해보험,외국손보사,아메리칸홈어슈어런스캄파니 한국지점(차티스)[폐],
0013335,아시아캐피탈리인슈어런스그룹피티이리미티드한국지점,손해보험\외국손보사\아시아캐피탈리인슈어런스그룹피티이리미티드한국지점,손해보험,외국손보사,아시아캐피탈리인슈어런스그룹피티이리미티드한국지점,
