,name,section
A215200,메가스터디교육,1
A215360,우리산업,1
A215380,우정바이오,1
A215480,토박스코리아,1
A215600,신라젠,1
A215790,이노인스트루먼트,1
A216050,인크로스,1
A217190,제너셈,1
A217270,넵튠,1
A217330,싸이토젠,1
A217480,에스디생명공학,1
A217500,러셀,1
A217600,켐온,1
A217620,디딤,1
A217730,강스템바이오텍,1
A217820,엔에스,1
A218150,미래생명자원,1
A218410,RFHIC,1
A219130,타이거일렉,1
A219420,링크제니시스,1
A219550,MP한강,1
A219750,지티지웰니스,1
A220100,퓨쳐켐,1
A220180,핸디소프트,1
A220260,켐트로스,1
A220630,해마로푸드서비스,1
A221610,한솔씨앤피,1
A221840,하이즈항공,1
A221980,케이디켐,1
A222040,뉴트리바이오텍,1
A222080,씨아이에스,1
A222110,팬젠,1
A222420,쎄노텍,1
A222800,심텍,1
A222810,한류AI센터,1
A222980,한국맥널티,1
A223310,이에스브이,1
A224060,코디엠,1
A224110,에이텍티앤,1
A225190,삼양옵틱스,1
A225330,씨엠에스에듀,1
A225430,케이엠제약,1
A225530,보광산업,1
A225570,넷게임즈,1
A225590,패션플랫폼,1
A225650,쿠첸,1
A226340,본느,1
A226350,아이엠텍,1
A226360,이엑스티,1
A226400,오스테오닉,1
A226440,한송네오텍,1
A226950,올릭스,1
A227100,디자인,1
A227610,아우딘퓨쳐스,1
A227950,마이크로텍,1
A228340,동양파일,1
A228760,지노믹트리,1
A228850,레이언스,1
A230240,에치에프알,1
A230360,에코마케팅,1
A230980,솔트웍스,1
A232140,와이아이케이,1
A232330,SK3호스팩,1
A234100,세원,1
A234300,에스트래픽,1
A234920,자이글,1
A236200,슈프리마,1
A237690,에스티팜,1
A237750,피앤씨테크,1
A237880,클리오,1
A238090,앤디포스,1
A238120,로고스바이오,1
A238200,비피도,1
A238490,힘스,1
A239340,미래에셋제5호스팩,1
A239610,에이치엘사이언스,1
A240810,원익IPS,1
A241520,DSC인베스트먼트,1
A241690,유니테크노,1
A241710,코스메카코리아,1
A241770,메카로,1
A241790,오션브릿지,1
A241820,피씨엘,1
A242040,나무기술,1
A243070,휴온스,1
A243840,신흥에스이씨,1
A245620,EDGC,1
A246690,티에스인베스트먼트,1
A246710,티앤알바이오팹,1
A246720,아스타,1
A246960,이노테라피,1
A247540,에코프로비엠,1
A250000,보라티알,1
A250060,모비스,1
A250930,케이비제10호스팩,1
A251370,와이엠티,1
A251630,브이원텍,1
A252500,세화피앤씨,1
A253450,스튜디오드래곤,1
A253590,네오셈,1
A254120,IBKS제5호스팩,1
A255220,SG,1
A255440,야스,1
A256630,엔에이치스팩10호,1
A256840,엔에이치스팩11호,1
A256940,케이피에스,1
A257370,명성티엔에스,1
A257730,신한제3호스팩,1
A258610,이더블유케이,1
A258790,케이비제11호스팩,1
A258830,세종메디칼,1
A259630,엠플러스,1
A260660,알리코제약,1
A260930,씨티케이코스메틱스,1
A261200,하나금융9호스팩,1
A262830,대신밸런스제4호스팩,1
A263020,디케이앤디,1
A263050,유틸렉스,1
A263540,샘코,1
A263600,덕우전자,1
A263690,디알젬,1
A263700,케어랩스,1
A263720,디앤씨미디어,1
A263750,펄어비스,1
A263770,유에스티,1
A263800,데이타솔루션,1
A263810,상신전자,1
A263860,지니언스,1
A263920,에스엔피월드,1
A264290,한화에이스스팩3호,1
A264450,유비쿼스,1
A264660,씨앤지하이테크,1
A264850,IBKS제6호스팩,1
A265480,미래에셋대우스팩1호,1
A265520,AP시스템,1
A265560,영화테크,1
A265920,한화수성스팩,1
A267320,교보7호스팩,1
A267790,배럴,1
A267980,매일유업,1
A268600,셀리버리,1
A269620,시스웍,1
A270520,하나금융10호스팩,1
A270870,뉴트리,1
A271740,한국제5호스팩,1
A272290,이녹스첨단소재,1
A273060,엔에이치스팩12호,1
A275630,에스에스알,1
A276920,IBKS제7호스팩,1
A277070,린드먼아시아,1
A277410,인산가,1
A277480,신한제4호스팩,1
A278280,천보,1
A279410,한화에이스스팩4호,1
A281410,한국제6호스팩,1
A281740,동부스팩5호,1
A284620,하나금융11호스팩,1
A285490,노바텍,1
A287410,유안타제3호스팩,1
A288620,에스퓨얼셀,1
A289080,SV인베스트먼트,1
A290120,대유에이피,1
A290270,휴네시온,1
A290380,대유,1
A290550,디케이티,1
A290650,엘앤씨바이오,1
A290660,네오펙트,1
A290670,대보마그네틱,1
A290720,푸드나무,1
A290740,액트로,1
A291210,한국제7호스팩,1
A291230,삼성스팩2호,1
A293580,나우아이비캐피탈,1
A297570,IBKS제9호스팩,1
A298380,에이비엘바이오,1
A299170,IBKS제10호스팩,1
A299660,셀리드,1
A299900,위지윅스튜디오,1
A299910,베스파,1
A302430,이노메트리,1
A303030,대신밸런스제5호스팩,1
A306620,DB금융스팩6호,1
A307070,SK4호스팩,1
A307160,하나머스트제6호스팩,1
A307180,신영스팩4호,1
A307280,교보8호스팩,1
A307750,대신밸런스제6호스팩,1
A307870,골든브릿지이안5호,1
A309930,삼성머스트스팩3호,1
A310200,미래에셋대우스팩2호,1
A310840,엔에이치스팩13호,1
A310870,한국제8호스팩,1
A311270,키움제5호스팩,1
A313750,유안타제4호스팩,1
A317030,케이비17호스팩,1
A900040,차이나그레이트,13
A900070,글로벌에스엠,13
A900080,에스앤씨엔진그룹,13
A900100,뉴프라이드,13
A900110,이스트아시아홀딩스,13
A900120,씨케이에이치,13
A900250,크리스탈신소재,13
A900260,로스웰,13
A900270,헝셩그룹,13
A900280,골든센츄리,13
A900290,GRT,13
A900300,오가닉티코스메틱,13
A900310,컬러레이,13
A900340,윙입푸드,13
A950110,SBI핀테크솔루션즈,6
A950130,엑세스바이오,6
A950140,잉글우드랩,6
A950160,코오롱티슈진,6
A950170,JTC,6
