index,addr,index_code
코스닥 유통 ,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2027&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2027
코스닥 운송장비 부품 ,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2029&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2029
코스닥 금융 ,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2031&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2031
코스닥 오락 문화 ,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2037&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2037
코스닥 기타서비스 ,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2012&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2012
코스닥 IT ,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2015&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2015
코스닥 통신방송서비스 ,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2041&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2041
코스닥 통신서비스 ,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2151&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2151
코스닥 방송서비스 ,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2152&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2152
코스닥 IT S/W & SVC ,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2042&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2042
코스닥 인터넷 ,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2153&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2153
코스닥 디지털컨텐츠 ,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2154&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2154
코스닥 소프트웨어 ,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2155&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2155
코스닥 컴퓨터서비스 ,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2156&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2156
코스닥 IT H/W ,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2043&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2043
코스닥 통신장비 ,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2157&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2157
코스닥 정보기기 ,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2158&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2158
코스닥 반도체 ,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2159&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2159
코스닥 IT부품 ,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2160&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2160
코스닥 150 기술주,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2211&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2211
코스닥 150 소재,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2212&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2212
코스닥 150 산업재,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2213&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2213
코스닥 150 필수소비재,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2214&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2214
코스닥 150 자유소비재,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2215&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2215
코스닥 150 정보기술,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2216&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2216
코스닥 150 생명기술,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2217&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2217
코스닥 150 문화기술,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2218&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2218
코스닥 150 대형주,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2002&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2002
코스닥 150 중형주,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2003&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2003
코스닥 150 소형주,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2004&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2004
코스닥 150 우량기업부,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2181&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2181
코스닥 150 벤처기업부,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2182&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2182
코스닥 150 중견기업부,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2183&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2183
코스닥 150 기술성장기업부,http://marketdata.krx.co.kr/contents/COM/GenerateOTP.jspx?name=fileDown&filetype=xls&url=MKD/13/1301/13010102/mkd13010102&type=4&ind_type=2184&period_strt_dd=20190419&period_end_dd=20190426&pagePath=%2Fcontents%2FMKD%2F13%2F1301%2F13010102%2FMKD13010102.jsp,2184
